x,f(x),S1(n=1),S2(n=2),S3(n=3),S4(n=4),S5(n=5),S6(n=6),S7(n=7),f(x)=S1+S2,f(x)=S1+S2+S3,f(x)=S1+...+S5,f(x)=S1+...+S7
2.18,0.82,-0.146482377,-0.064659808,0.031684274,0.003244591,-0.012626764,0.004604737,0.004079562,0.847761958,0.816077684,0.825459856,0.816775557
2.20,0.81,-0.130436121,-0.068847713,0.029316666,0.006381229,-0.012860502,0.002661319,0.005329575,0.835903607,0.80658694,0.813066213,0.805075319
2.22,0.80,-0.114181195,-0.072595228,0.026527405,0.009354856,-0.012581532,0.000565343,0.006164473,0.823396195,0.796868791,0.800095467,0.793365651
2.24,0.78,-0.097743604,-0.075878381,0.023356607,0.012089509,-0.011800976,-0.00156304,0.006519225,0.810241757,0.78688515,0.786596618,0.781640433
2.26,0.77,-0.081149643,-0.078676171,0.019849877,0.01451533,-0.010549953,-0.003601824,0.0063662,0.796445586,0.776595709,0.772630333,0.769865956
2.28,0.76,-0.064425861,-0.080970702,0.016057652,0.01657035,-0.008878336,-0.005434136,0.005717318,0.782016335,0.765958683,0.758266669,0.757983487
2.30,0.75,-0.047599011,-0.082747297,0.012034474,0.018202074,-0.006852768,-0.006954942,0.004623119,0.76696608,0.754931606,0.7435823,0.745914123
2.32,0.73,-0.030696012,-0.083994591,0.007838207,0.019368818,-0.004554002,-0.008077063,0.003168829,0.751310376,0.743472169,0.728657352,0.733565586
2.34,0.72,-0.013743907,-0.084704607,0.003529206,0.020040778,-0.002073682,-0.008736173,0.001467722,0.735068286,0.73153908,0.713571985,0.720840436
2.36,0.70,0.003230186,-0.084872802,-0.000830555,0.020200786,0.000489309,-0.008894491,-0.000347705,0.718262389,0.719092944,0.698402849,0.707645045
2.38,0.69,0.020199111,-0.084498102,-0.00517837,0.019844757,0.003032793,-0.00854294,-0.002136049,0.700918763,0.706097133,0.683219583,0.693898573
2.40,0.68,0.037135722,-0.083582901,-0.009451707,0.018981786,0.005455369,-0.007701674,-0.003758019,0.683066952,0.692518658,0.668081504,0.679541196
2.42,0.66,0.054012924,-0.082133055,-0.013589102,0.017633916,0.007660456,-0.006418916,-0.005087279,0.664739904,0.678329006,0.653034634,0.664540829
2.44,0.65,0.070803716,-0.080157838,-0.017531048,0.01583558,0.009560146,-0.0047682,-0.006020296,0.645973895,0.663504943,0.638109217,0.648897713
2.46,0.63,0.087481238,-0.077669885,-0.02122085,0.013632717,0.011078702,-0.002844152,-0.006484397,0.626808419,0.64802927,0.62331785,0.632646399
2.48,0.61,0.104018808,-0.074685109,-0.024605439,0.011081601,0.012155586,-0.000757065,-0.006443434,0.607286073,0.631891512,0.608654325,0.615854825
2.50,0.60,0.120389971,-0.071222603,-0.027636134,0.0082474,0.012747865,0.00137342,-0.005900598,0.587452405,0.615088539,0.594093274,0.598620452
2.52,0.58,0.136568535,-0.067304516,-0.030269346,0.005202516,0.012831927,0.003425175,-0.00489817,0.567355754,0.5976251,0.579590657,0.581063652
2.54,0.57,0.152528618,-0.06295591,-0.032467203,0.002024732,0.01240442,0.005280585,-0.003514227,0.547047064,0.579514266,0.565085115,0.563318757
2.56,0.55,0.168244689,-0.0582046,-0.034198092,-0.001204775,0.011482388,0.00683329,-0.001856564,0.526579684,0.560777776,0.550500163,0.545523437
2.58,0.53,0.183691604,-0.05308098,-0.03543712,-0.004403506,0.01010259,0.007994283,-5.4295E-05,0.506009149,0.541446268,0.535747185,0.527807196
2.60,0.52,0.198844651,-0.047617823,-0.036166465,-0.007489747,0.008320033,0.008697012,0.001752203,0.485392944,0.521559409,0.520729123,0.510279908
2.62,0.50,0.213679589,-0.041850074,-0.036375637,-0.01038466,0.006205783,0.008901193,0.003422223,0.464790257,0.501165894,0.505344771,0.493021354
2.64,0.48,0.228172686,-0.035814627,-0.036061629,-0.013014291,0.003844128,0.008595122,0.00482569,0.444261713,0.480323343,0.489493506,0.476072695
2.66,0.46,0.242300755,-0.029550089,-0.035228956,-0.015311467,0.001329219,0.007796343,0.005853287,0.423869106,0.459098063,0.473080311,0.459430681
2.68,0.45,0.256041195,-0.023096531,-0.033889595,-0.017217505,-0.001238681,0.006550646,0.006424978,0.403675109,0.437564704,0.456020891,0.443045267
2.70,0.43,0.269372023,-0.016495235,-0.032062809,-0.018683715,-0.003757199,0.00492944,0.006496232,0.383742984,0.415805793,0.438246707,0.426821035
2.72,0.41,0.282271913,-0.009788425,-0.029774872,-0.01967264,-0.006125929,0.003025658,0.006061501,0.364136284,0.393911156,0.419709725,0.410622567
2.74,0.39,0.294720229,-0.003019002,-0.027058691,-0.02015902,-0.008250438,0.000948433,0.005154644,0.344918546,0.371977237,0.400386695,0.394283617
2.76,0.37,0.306697055,0.003769731,-0.023953333,-0.020130429,-0.010046028,-0.001183159,0.003846297,0.326152986,0.350106319,0.380282775,0.377619638
2.78,0.35,0.318183231,0.010534352,-0.02050346,-0.019587597,-0.011441114,-0.003246929,0.002238365,0.30790219,0.328405649,0.35943436,0.360442924
2.80,0.33,0.329160382,0.017231588,-0.016758691,-0.018544391,-0.012380079,-0.005124571,0.000456089,0.290227802,0.306986494,0.337910964,0.342579446
2.82,0.32,0.339610947,0.023818601,-0.012772887,-0.017027461,-0.01282549,-0.006708452,-0.001361711,0.273190225,0.285963112,0.315816063,0.323886227
2.84,0.30,0.349518206,0.030253256,-0.008603374,-0.015075558,-0.012759589,-0.007907777,-0.00307345,0.25684831,0.265451684,0.29328683,0.304268057
2.86,0.28,0.358866311,0.036494394,-0.004310121,-0.012738542,-0.012185003,-0.008653797,-0.004545799,0.241259067,0.245569188,0.270492733,0.283692329
2.88,0.26,0.367640306,0.042502092,4.51238E-05,-0.010076115,-0.01112464,-0.008903746,-0.005664081,0.226477374,0.22643225,0.247633005,0.262200831
2.90,0.24,0.375826156,0.048237922,0.004399719,-0.007156289,-0.009620772,-0.008643296,-0.006341192,0.212555695,0.208155976,0.224933037,0.239917524
2.92,0.22,0.383410763,0.053665194,0.008691035,-0.004053653,-0.007733355,-0.007887377,-0.006524393,0.199543816,0.190852781,0.202639788,0.217051558
2.94,0.20,0.390381995,0.058749191,0.012857349,-0.000847464,-0.005537633,-0.006679322,-0.006199415,0.187488586,0.174631236,0.181016333,0.19389507
2.96,0.18,0.3967287,0.063457394,0.01683874,0.002380373,-0.003121143,-0.005088381,-0.00539157,0.176433678,0.159594938,0.160335707,0.170815659
2.98,0.16,0.402440723,0.067759687,0.020577944,0.005547403,-0.000580223,-0.003205754,-0.00416378,0.166419363,0.145841419,0.140874238,0.148243773
3.00,0.14,0.407508926,0.071628549,0.024021181,0.008572722,0.001983829,-0.00113936,-0.002611678,0.157482297,0.133461116,0.122904565,0.126655603
3.02,0.12,0.411925203,0.075039232,0.027118928,0.011379047,0.004468791,0.000992347,-0.000856153,0.149655338,0.12253641,0.106688571,0.106552377
3.04,0.10,0.415682486,0.077969921,0.029826631,0.01389469,0.006775597,0.003067169,0.000966056,0.142967365,0.113140735,0.092470448,0.088437223
3.06,0.08,0.418774767,0.080401868,0.032105345,0.016055386,0.008812282,0.004966168,0.00271302,0.137443138,0.105337793,0.080470125,0.072790937
3.08,0.06,0.421197097,0.082319517,0.033922297,0.017805941,0.010497648,0.006580486,0.004248669,0.133103158,0.099180861,0.070877272,0.060048117
3.10,0.04,0.422945602,0.083710603,0.035251354,0.019101635,0.011764506,0.007817584,0.005453393,0.129963568,0.094712214,0.063846073,0.050575096
3.12,0.02,0.424017484,0.084566226,0.0360734,0.01990937,0.012562351,0.008606547,0.006233357,0.128036063,0.091962663,0.059490942,0.044651038
3.14,0.00,0.424411028,0.084880914,0.036376612,0.020208511,0.012859374,0.008902147,0.006527811,0.12732783,0.090951218,0.057883333,0.042453375
3.16,0.02,0.424125606,0.084652654,0.036156629,0.019991417,0.012643735,0.00868744,0.006313818,0.127841513,0.091684884,0.059049732,0.044048473
3.18,0.04,0.423161673,0.083882905,0.035416615,0.019263634,0.01192403,0.007974734,0.005608049,0.129575194,0.094158579,0.062970915,0.049388132
3.20,0.06,0.421520771,0.082576593,0.034167214,0.018043753,0.010728951,0.006804884,0.004465473,0.132522408,0.098355194,0.06958249,0.058312134
3.22,0.08,0.419205526,0.080742072,0.032426395,0.016362936,0.009106143,0.005244951,0.002975085,0.136672174,0.104245779,0.0787767,0.070556664
3.24,0.10,0.416219642,0.078391077,0.030219196,0.014264121,0.007120302,0.003384355,0.001252971,0.142009053,0.111789857,0.090405434,0.085768108
3.26,0.12,0.412567895,0.075538647,0.027577362,0.011800923,0.004850597,0.001329755,-0.000566736,0.14851323,0.120935868,0.104284348,0.10352133
3.28,0.14,0.408256128,0.072203027,0.024538891,0.009036265,0.002387514,-0.000801073,-0.002342301,0.156160617,0.131621726,0.120197948,0.123341321
3.30,0.16,0.403291238,0.068405555,0.021147483,0.006040772,-0.000170752,-0.002885979,-0.003935426,0.16492298,0.143775496,0.137905477,0.144726882
3.32,0.18,0.397681167,0.06417052,0.017451917,0.002890965,-0.002722211,-0.00480545,-0.005222024,0.174768085,0.157316167,0.157147413,0.167174887
3.34,0.20,0.391434892,0.059525013,0.013505345,-0.000332693,-0.005165143,-0.006449452,-0.006101883,0.185659867,0.172154522,0.177652359,0.190203694
3.36,0.22,0.384562405,0.054498749,0.009364529,-0.003547853,-0.007402158,-0.007723746,-0.006506472,0.197558619,0.188194089,0.1991441,0.213374318
3.38,0.24,0.377074699,0.049123879,0.005089026,-0.006672381,-0.009344072,-0.008555284,-0.006404277,0.210421194,0.205332168,0.221348621,0.236308181
