x,f(x),S1(n=1),S2(n=2),S3(n=3),S4(n=4),S5(n=5),S6(n=6),S7(n=7),f(x)=S1+S2,f(x)=S1+S2+S3,f(x)=S1+...+S5,f(x)=S1+...+S7
5.12,0.00,-0.145511501,-0.002530028,0.013959435,-0.010033256,0.003821047,0.00079239,-0.002736826,0.007316178,-0.006643257,-0.000431048,0.001513388
5.14,0.00,-0.139218335,-0.00590759,0.015255011,-0.009713503,0.002717336,0.001811007,-0.003122136,0.008456286,-0.006798726,0.000197441,0.00150857
5.16,0.00,-0.13270245,-0.009247363,0.016331179,-0.009145614,0.001505293,0.002725809,-0.003264265,0.009517871,-0.006813308,0.000827013,0.001365469
5.18,0.00,-0.125974269,-0.012527984,0.01717246,-0.008344097,0.00023324,0.003484356,-0.003152144,0.0104883,-0.00668416,0.001426697,0.001094485
5.20,0.00,-0.119044557,-0.015728469,0.017766754,-0.007329425,-0.001048113,0.004043166,-0.002794505,0.011355584,-0.006411169,0.001966369,0.000717708
5.22,0.00,-0.111924398,-0.018828346,0.018105513,-0.006127521,-0.00228768,0.004370206,-0.002219205,0.012108499,-0.005997014,0.002418187,0.000267186
5.24,0.00,-0.104625184,-0.021807785,0.018183866,-0.004769086,-0.003436045,0.004446727,-0.001471052,0.012736698,-0.005447168,0.002757963,-0.000217713
5.26,0.00,-0.097158593,-0.024647729,0.018000685,-0.003288823,-0.004447425,0.004268345,-0.000608321,0.013230819,-0.004769866,0.002966383,-0.000693641
5.28,0.00,-0.089536568,-0.027330012,0.017558605,-0.001724546,-0.005281501,0.003845283,0.000301792,0.013582595,-0.00397601,0.003030036,-0.001117039
5.30,0.00,-0.081771304,-0.029837476,0.016863985,-0.000116214,-0.00590502,0.003201794,0.001188399,0.013784944,-0.003079041,0.002942194,-0.001447999
5.32,0.00,-0.073875223,-0.032154081,0.015926815,0.001495086,-0.006293124,0.002374766,0.001982442,0.013832067,-0.002094747,0.002703291,-0.001653917
5.34,0.00,-0.065860958,-0.034265011,0.014760573,0.003068194,-0.006430342,0.001411606,0.002622075,0.013719526,-0.001041047,0.002321101,-0.001712579
5.36,0.00,-0.057741329,-0.036156761,0.013382034,0.004562924,-0.006311202,0.000367527,0.003057476,0.013444324,6.22899E-05,0.001810568,-0.001614435
5.38,0.00,-0.049529326,-0.037817232,0.011811025,0.005941091,-0.005940454,-0.00069762,0.003254734,0.013004968,0.001193943,0.001193306,-0.001363808
5.40,0.00,-0.041238087,-0.039235801,0.010070141,0.007167491,-0.005332879,-0.001722776,0.003198483,0.01240153,0.002331389,0.000496777,-0.000978929
5.42,0.00,-0.032880876,-0.040403395,0.008184421,0.008210794,-0.004512699,-0.002649176,0.002893105,0.011635692,0.003451271,-0.000246824,-0.000490752
5.44,0.00,-0.024471062,-0.041312545,0.006180987,0.009044349,-0.003512612,-0.003423715,0.002362385,0.010710787,0.0045298,-0.001001937,5.9392E-05
5.46,0.00,-0.0160221,-0.041957436,0.004088654,0.009646862,-0.002372488,-0.004001992,0.001647662,0.009631821,0.005543168,-0.001731206,0.000623124
5.48,0.00,-0.007547506,-0.042333942,0.001937514,0.010002942,-0.001137781,-0.004350859,0.000804604,0.008405498,0.006467984,-0.002397177,0.001149078
5.50,0.00,0.000939162,-0.042439656,-0.000241493,0.010103492,0.000142286,-0.004450317,-0.000101125,0.007040217,0.007281709,-0.002964069,0.001587372
5.52,0.00,0.009424328,-0.0422739,-0.002417026,0.009945945,0.001416681,-0.004294665,-0.000998976,0.005546072,0.007963098,-0.003399527,0.001894114
5.54,0.00,0.017894417,-0.041837736,-0.004557795,0.009534323,0.002634597,-0.003892825,-0.001819019,0.003934837,0.008492632,-0.003676288,0.002035556
5.56,0.00,0.026335879,-0.041133953,-0.006633011,0.008879144,0.00374748,-0.003267833,-0.002497379,0.002219933,0.008852945,-0.003773679,0.001991533
5.58,0.00,0.034735209,-0.040167054,-0.008612827,0.007997142,0.004710963,-0.002455515,-0.002981221,0.000416395,0.009029222,-0.003678884,0.001757853
5.60,0.00,0.04307897,-0.038943222,-0.010468766,0.006910851,0.005486634,-0.001502437,-0.003232858,-0.001459181,0.009009585,-0.0033879,0.001347396
5.62,0.00,0.051353814,-0.037470286,-0.012174136,0.005648018,0.006043571,-0.000463234,-0.003232691,-0.003388694,0.008785442,-0.002906147,0.000789778
5.64,0.00,0.059546503,-0.035757669,-0.013704409,0.004240905,0.00635957,0.000602524,-0.002980732,-0.005352612,0.008351797,-0.002248678,0.00012953
5.66,0.00,0.06764393,-0.033816325,-0.015037575,0.002725456,0.006422032,0.001633743,-0.002496607,-0.00733005,0.007707525,-0.001439963,-0.0005771
5.68,0.00,0.075633141,-0.031658671,-0.016154459,0.001140384,0.006228469,0.002571309,-0.001818023,-0.00929886,0.006855599,-0.000513253,-0.001266539
5.70,0.00,0.083501355,-0.02929851,-0.017038998,-0.00047382,0.005786596,0.003361477,-0.000997835,-0.01123573,0.005803268,0.000490492,-0.001873151
5.72,0.00,0.091235985,-0.026750938,-0.017678471,-0.00207592,0.00511403,0.003958952,-9.99261E-05,-0.013116294,0.004562177,0.001524067,-0.002334959
5.74,0.00,0.098824657,-0.024032252,-0.018063678,-0.00362499,0.004237583,0.004329484,0.000805766,-0.014915241,0.003148437,0.002535843,-0.002599406
5.76,0.00,0.10625523,-0.021159842,-0.01818908,-0.005081457,0.003192198,0.004451832,0.001648697,-0.016606444,0.001582636,0.003471895,-0.002628634
5.78,0.00,0.113515818,-0.01815208,-0.018052874,-0.006408117,0.00201955,0.004318983,0.002363213,-0.018163088,-0.000110214,0.004278353,-0.002403842
5.80,0.00,0.120594805,-0.015028207,-0.017657018,-0.007571078,0.000766388,0.003938552,0.00289366,-0.019557801,-0.001900783,0.004903907,-0.001928305
5.82,0.00,0.127480866,-0.011808205,-0.017007207,-0.008540633,-0.000517327,0.003332348,0.003198723,-0.0207628,-0.003755594,0.005302366,-0.001228704
5.84,0.00,0.134162984,-0.008512671,-0.016112785,-0.009292014,-0.001780417,0.00253512,0.00325464,-0.021750033,-0.005637248,0.005435184,-0.000354576
5.86,0.00,0.14063047,-0.005162685,-0.014986617,-0.009806026,-0.002972529,0.001592568,0.003057055,-0.022491324,-0.007504707,0.005273848,0.000624224
5.88,0.00,0.146872978,-0.001779675,-0.013644901,-0.010069539,-0.004046134,0.000558725,0.00262136,-0.022958529,-0.009313628,0.004802046,0.001621961
5.90,0.00,0.15288052,0.001614719,-0.012106934,-0.010075822,-0.004958433,-0.000507148,0.001981489,-0.023123685,-0.011016751,0.004017504,0.002543162
5.92,0.00,0.158643486,0.004998784,-0.010394836,-0.009824713,-0.005673056,-0.001543948,0.001187282,-0.022959164,-0.012564328,0.002933441,0.003290107
5.94,0.00,0.164152656,0.008350874,-0.008533232,-0.009322627,-0.006161511,-0.002492243,0.000300598,-0.022437823,-0.013904591,0.001579547,0.003771193
5.96,0.00,0.169399217,0.011649546,-0.006548897,-0.008582391,-0.006404326,-0.003297673,-0.000609499,-0.021533161,-0.014984263,2.45417E-06,0.003909626
5.98,0.00,0.174374776,0.014873702,-0.004470371,-0.007622915,-0.006391821,-0.003914066,-0.001472123,-0.020219463,-0.015749091,-0.001734356,0.003651833
6.00,0.00,0.179071372,0.018002716,-0.002327549,-0.006468707,-0.006124494,-0.00430609,-0.002220084,-0.018471951,-0.016144402,-0.0035512,0.002974973
6.02,0.00,0.183481492,0.021016575,-0.00015125,-0.005149254,-0.005613003,-0.004451271,-0.002795125,-0.016266926,-0.016115676,-0.005353419,0.001892977
6.04,0.00,0.18759808,0.023895999,0.002027224,-0.00369826,-0.00487774,-0.004341287,-0.003152456,-0.013581906,-0.015609129,-0.00703313,0.000460613
6.06,0.00,0.191414552,0.02662257,0.004176541,-0.002152793,-0.003948016,-0.003982443,-0.003264245,-0.010395758,-0.014572299,-0.00847149,-0.001224802
6.08,0.00,0.194924801,0.029178848,0.006265788,-0.000552332,-0.002860897,-0.003395309,-0.003121785,-0.006688829,-0.012954616,-0.009541387,-0.003024293
6.10,0.00,0.198123213,0.031548481,0.008264916,0.001062239,-0.001659723,-0.002613543,-0.002736172,-0.002443059,-0.010707975,-0.01011049,-0.004760776
6.12,0.00,0.201004669,0.033716311,0.010145172,0.002649674,-0.000392382,-0.001681957,-0.00213744,0.002357899,-0.007787273,-0.010044565,-0.006225167
6.14,0.00,0.203564561,0.035668471,0.011879512,0.004169422,0.000890603,-0.000653955,-0.001372226,0.007728582,-0.00415093,-0.009210955,-0.007184774
6.16,0.00,0.205798793,0.037392476,0.013442993,0.005582661,0.002138082,0.000411535,-0.00050013,0.01368162,0.000238627,-0.007482115,-0.00739352
6.18,0.00,0.20770379,0.038877296,0.014813127,0.006853288,0.003300323,0.001453433,0.000410921,0.020227651,0.005414524,-0.004739086,-0.006603441
6.20,0.00,0.209276506,0.040113434,0.015970208,0.007948844,0.00433099,0.002412015,0.001289966,0.027375245,0.011405037,-0.000874797,-0.004576778
6.22,0.00,0.210514425,0.041092983,0.016897593,0.008841345,0.005188994,0.003232331,0.002068536,0.035130843,0.01823325,0.004202911,-0.001097955
6.24,0.00,0.211415565,0.041809677,0.017581945,0.009507989,0.005840129,0.003867356,0.00268599,0.043498702,0.025916757,0.010568639,0.004015294
6.26,0.00,0.211978485,0.042258931,0.018013421,0.009931747,0.006258437,0.004280688,0.003094234,0.052480855,0.034467434,0.01827725,0.010902327
6.28,0.00,0.212202285,0.042437873,0.018185815,0.010101795,0.006427241,0.004448635,0.003261471,0.062077077,0.043891263,0.027362227,0.019652121
